strategy,seg_iou,det_f1,sev_macro_f1,sev_mae,det_auroc
baseline,0.48312136455798504,0.9491525423728814,0.6122260092848328,0.08333333333333333,1.0
tta_only,0.4842891759032165,0.9180327868852459,0.5638888888888889,0.11666666666666667,0.999611801242236
bn_only,0.219775436123777,0.4375,0.2135042735042735,1.3166666666666667,0.8967391304347826
bn_plus_tta,0.22024472895752034,0.4375,0.2168361581920904,1.3083333333333333,0.8967391304347826
