epoch,train_loss,val_f1_macro
1,0.5068757643825129,0.15430520034100598
2,0.19117547519374312,0.06042328042328042
3,0.1384925588703992,0.08175082997930737
4,0.10840032681038506,0.07729227675032593
5,0.10517632797883268,0.3329268292682927
6,0.11271652510683787,0.3887371569775004
7,0.10115885741093703,0.4910802915567656
8,0.08527204570801634,0.5583193545810369
